text_a	text_b	label
straining to read the menu under the low-lighting-tag-sale-chandelier motif, we were able to order a salad, tapas, and entrees from the first of several waiters, none of whom were able to introduce themselves, recommend dishes, present silverware, remove plates, or deliver water when asked.	entrees	2
straining to read the menu under the low-lighting-tag-sale-chandelier motif, we were able to order a salad, tapas, and entrees from the first of several waiters, none of whom were able to introduce themselves, recommend dishes, present silverware, remove plates, or deliver water when asked.	waiters	0
straining to read the menu under the low-lighting-tag-sale-chandelier motif, we were able to order a salad, tapas, and entrees from the first of several waiters, none of whom were able to introduce themselves, recommend dishes, present silverware, remove plates, or deliver water when asked.	dishes	2
straining to read the menu under the low-lighting-tag-sale-chandelier motif, we were able to order a salad, tapas, and entrees from the first of several waiters, none of whom were able to introduce themselves, recommend dishes, present silverware, remove plates, or deliver water when asked.	plates	2
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	meal	0
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	appetizers	2
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	entrees	2
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	table	2
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	hostess	0
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	half-full wine glass declaring	2
as we were wrapping up a very rushed meal--appetizers were barely started when the entrees arrived crowding a table for two at which three were crammed--the hostess charged over and grabbed a half-full wine glass declaring thanks ladies, i'll get your check.	check	2
that bastion of authentic mexican food in spanish harlem that earned raves by white reviewers, leading other gringos to nervously venture to spanish harlem and pretend they're trendy to pay too much for food that is only marginally better than the place around the corner.	mexican food	1
that bastion of authentic mexican food in spanish harlem that earned raves by white reviewers, leading other gringos to nervously venture to spanish harlem and pretend they're trendy to pay too much for food that is only marginally better than the place around the corner.	reviewers	2
waited 30 min for a brick they call bread and water, another hour for food (tiiiiiiiny portions).	bread	2
waited 30 min for a brick they call bread and water, another hour for food (tiiiiiiiny portions).	water	2
waited 30 min for a brick they call bread and water, another hour for food (tiiiiiiiny portions).	food	2
waited 30 min for a brick they call bread and water, another hour for food (tiiiiiiiny portions).	portions	0
the atmosphere is still to die for, but the wine list has so clearly been pared down and marked up (as a result of higher foot traffic brought in by lots of rave reviews in local publications, perhaps?	atmosphere	1
the atmosphere is still to die for, but the wine list has so clearly been pared down and marked up (as a result of higher foot traffic brought in by lots of rave reviews in local publications, perhaps?	wine list	0
they have little booths if you want a little privacy w/ your date~ and they have large tables for families and groups.	privacy	2
they have little booths if you want a little privacy w/ your date~ and they have large tables for families and groups.	tables	1
one hour into our dinner, we were told by the hostess that we needed to hurry up and finish so that they could accommodate the next party's reservation.	dinner	2
one hour into our dinner, we were told by the hostess that we needed to hurry up and finish so that they could accommodate the next party's reservation.	hostess	0
one hour into our dinner, we were told by the hostess that we needed to hurry up and finish so that they could accommodate the next party's reservation.	reservation	2
so when i walked in i was just blown away by the lighting, flowers, wood and iron work, a reservationist, and a full bar.	lighting	1
so when i walked in i was just blown away by the lighting, flowers, wood and iron work, a reservationist, and a full bar.	bar	2
the portions were very big for appetizers (calimari and fried zucchini) but average for the entrees (chicken marsala, spaghetti w/ meatballs) and very expensive of course.	portions	1
the portions were very big for appetizers (calimari and fried zucchini) but average for the entrees (chicken marsala, spaghetti w/ meatballs) and very expensive of course.	appetizers	2
the portions were very big for appetizers (calimari and fried zucchini) but average for the entrees (chicken marsala, spaghetti w/ meatballs) and very expensive of course.	calimari and fried zucchini	2
the portions were very big for appetizers (calimari and fried zucchini) but average for the entrees (chicken marsala, spaghetti w/ meatballs) and very expensive of course.	chicken marsala	2
the portions were very big for appetizers (calimari and fried zucchini) but average for the entrees (chicken marsala, spaghetti w/ meatballs) and very expensive of course.	spaghetti w/ meatballs	2
the service was en pointe and i felt like the servers were always aware of our wants, whether it was punctual refill of water, new napkins, etc.	servers	1
the service was en pointe and i felt like the servers were always aware of our wants, whether it was punctual refill of water, new napkins, etc.	water	2
while the server offered nothing, the host apologized, and said that he hoped that i would return again, perhaps for brunch.	server	0
while the server offered nothing, the host apologized, and said that he hoped that i would return again, perhaps for brunch.	host	1
while the server offered nothing, the host apologized, and said that he hoped that i would return again, perhaps for brunch.	brunch	2
the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	waiter	0
the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	meal	2
jackson diner was my first intro to true indian food and its been 10yrs since and i cannot go one month without some of this unbelievable food.	diner	2
jackson diner was my first intro to true indian food and its been 10yrs since and i cannot go one month without some of this unbelievable food.	indian food	1
apparently, the waitress informed us that they change the menu at 5 ninth every few days, which kind of explains the hit or miss situation.	waitress	0
apparently, the waitress informed us that they change the menu at 5 ninth every few days, which kind of explains the hit or miss situation.	menu	2
they were more than happy to seat us even though we were early for our reservation.	seat	1
they were more than happy to seat us even though we were early for our reservation.	reservation	2
the wait staff was attentive without being overbearing, and our waiter gave thoughtful advice on dishes that would be suitable for the children.	wait staff	1
the wait staff was attentive without being overbearing, and our waiter gave thoughtful advice on dishes that would be suitable for the children.	dishes	2
i would only recommend this restaurant to a friend if waiting at least 40 minutes for your reservation is acceptable, and you don't mind paying for relatively standard fare.	reservation	2
i would only recommend this restaurant to a friend if waiting at least 40 minutes for your reservation is acceptable, and you don't mind paying for relatively standard fare.	fare	0
he did do the service part well enough -- brought the food, etc.	service	1
he did do the service part well enough -- brought the food, etc.	food	2
needing a sugar fix, my husband and i walked in here to find a wall to wall adornment of delightful confections.	sugar	2
needing a sugar fix, my husband and i walked in here to find a wall to wall adornment of delightful confections.	confections	1
me , i hated it, the center of the pork one was frozen,  salad was ok, wine was a little corcked.	pork	0
me , i hated it, the center of the pork one was frozen,  salad was ok, wine was a little corcked.	wine	0
me , i hated it, the center of the pork one was frozen,  salad was ok, wine was a little corcked.	salad	1
the bar was a disaster because there were no tables for anyone, and drinks took 20 minutes to receive.	bar	0
the bar was a disaster because there were no tables for anyone, and drinks took 20 minutes to receive.	tables	0
the bar was a disaster because there were no tables for anyone, and drinks took 20 minutes to receive.	drinks	2
since it looks like everyone's already familiar with the rude hostess and long wait for a table (even with a reservation), i'll skip that part.	hostess	0
since it looks like everyone's already familiar with the rude hostess and long wait for a table (even with a reservation), i'll skip that part.	wait	0
since it looks like everyone's already familiar with the rude hostess and long wait for a table (even with a reservation), i'll skip that part.	reservation	2
i usually run the other way when i hear of an italian restaurant with huge portions, because it's usually a lot of mediocre food.	portions	1
i usually run the other way when i hear of an italian restaurant with huge portions, because it's usually a lot of mediocre food.	food	0
i've only been here once for dinner but i think the lunch specials are definitely a better deal.	dinner	2
i've only been here once for dinner but i think the lunch specials are definitely a better deal.	lunch specials	1
although we had to wait a long while and the hostess was very busy behind the bar, she was very apologetic and sincere which made it feel ok to have to wait.	hostess	0
although we had to wait a long while and the hostess was very busy behind the bar, she was very apologetic and sincere which made it feel ok to have to wait.	bar	2
it's just a diner, but three decent hearty lunches for 12 bucks?	diner	2
it's just a diner, but three decent hearty lunches for 12 bucks?	hearty lunches	1
although we were seated 35 minutes after our reservation the service from then on was outstanding.	reservation	2
although we were seated 35 minutes after our reservation the service from then on was outstanding.	service	1
since the service was so poor, we asked if they could offer any concessions - complimentary drinks?	service	0
since the service was so poor, we asked if they could offer any concessions - complimentary drinks?	drinks	2
our waitress asked us if we wanted anything else, we said only the check - she quickly scooped up our not-yet finished food.	waitress	0
our waitress asked us if we wanted anything else, we said only the check - she quickly scooped up our not-yet finished food.	food	2
waiter dropped check on table while i was in the middle of handing my wife her anniversary present.	waiter	0
waiter dropped check on table while i was in the middle of handing my wife her anniversary present.	check	2
i'd like to try their brunch - the menu looks good.	brunch	2
i'd like to try their brunch - the menu looks good.	menu	1
the sangria was served quickly and often.	sangria	2
the sangria was served quickly and often.	served	1
bountiful sushi platters, which focus on familiar basics like salmon and tuna, are best followed by green-tea ice cream for dessert.	sushi platters	1
bountiful sushi platters, which focus on familiar basics like salmon and tuna, are best followed by green-tea ice cream for dessert.	salmon and tuna	2
bountiful sushi platters, which focus on familiar basics like salmon and tuna, are best followed by green-tea ice cream for dessert.	cream	1
bountiful sushi platters, which focus on familiar basics like salmon and tuna, are best followed by green-tea ice cream for dessert.	dessert	1
each dish had its own distinct character and pleasant flavor surprises.	dish	2
each dish had its own distinct character and pleasant flavor surprises.	flavor surprises	1
nonetheless, we are looking forward to the next time for more pizza and the great service.	pizza	2
nonetheless, we are looking forward to the next time for more pizza and the great service.	service	1
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	mix	2
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	food	1
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	menu	2
once we had our menus we were nearly assaulted by wait staff asking if we were ready to order.	menus	2
once we had our menus we were nearly assaulted by wait staff asking if we were ready to order.	wait staff	0
on each of my several visits, the crowd is local, professional, family and those who are not familiar with the cuisines of india are deftly walked through the menu by management.	crowd	1
on each of my several visits, the crowd is local, professional, family and those who are not familiar with the cuisines of india are deftly walked through the menu by management.	cuisines	2
on each of my several visits, the crowd is local, professional, family and those who are not familiar with the cuisines of india are deftly walked through the menu by management.	menu	2
on each of my several visits, the crowd is local, professional, family and those who are not familiar with the cuisines of india are deftly walked through the menu by management.	management	2
the place was small and simple, but i never cared about service or decor.	place	0
the place was small and simple, but i never cared about service or decor.	decor	2
there are a few things i can forgive at any popular place: somewhat long waits even with reservations, service staff that mistakenly believes they're there to act haughty rather than serve, and a way over-the-top interior.	reservations	2
there are a few things i can forgive at any popular place: somewhat long waits even with reservations, service staff that mistakenly believes they're there to act haughty rather than serve, and a way over-the-top interior.	service staff	0
there are a few things i can forgive at any popular place: somewhat long waits even with reservations, service staff that mistakenly believes they're there to act haughty rather than serve, and a way over-the-top interior.	interior	0
we got there early so there wasn't much of a wait -- otherwise, i usually sit at the bar and have a cocktail.	wait	1
we got there early so there wasn't much of a wait -- otherwise, i usually sit at the bar and have a cocktail.	bar	2
we got there early so there wasn't much of a wait -- otherwise, i usually sit at the bar and have a cocktail.	cocktail	2
while the decor is a bit bland--a white room with a few fake palm trees and thatched roof--the service is fast and friendly.	white room	2
while the decor is a bit bland--a white room with a few fake palm trees and thatched roof--the service is fast and friendly.	service	1
the raz mojito is excellent (stay away from the champagne).	raz mojito	1
the raz mojito is excellent (stay away from the champagne).	champagne	0
the food was horrible, we had the peking duck salad, tuna, vegetable fried rice, and the spinach.	food	0
the food was horrible, we had the peking duck salad, tuna, vegetable fried rice, and the spinach.	peking duck salad	2
the food was horrible, we had the peking duck salad, tuna, vegetable fried rice, and the spinach.	tuna, vegetable fried rice	2
the food was horrible, we had the peking duck salad, tuna, vegetable fried rice, and the spinach.	spinach	2
i'll give it to sea; the decor is pretty cool and the food was good, but the service was beyond terrible!	food	1
i'll give it to sea; the decor is pretty cool and the food was good, but the service was beyond terrible!	service	0
i went here all 4 years that i lived in the area, and being a not-so-loaded student, it was a great place to go for some good sushi and a very pleasant comforting atmosphere.	area	2
i went here all 4 years that i lived in the area, and being a not-so-loaded student, it was a great place to go for some good sushi and a very pleasant comforting atmosphere.	sushi	1
i went here all 4 years that i lived in the area, and being a not-so-loaded student, it was a great place to go for some good sushi and a very pleasant comforting atmosphere.	atmosphere	1
we started with the guacamole and this is by far the best i've ever had bar none.	guacamole	1
we started with the guacamole and this is by far the best i've ever had bar none.	bar	2
and to get an extra side vegtable was close to $20 for overdone asparagus that had no taste.	vegtable	2
and to get an extra side vegtable was close to $20 for overdone asparagus that had no taste.	asparagus	0
eggs benedict with smoked salmon was equally fine and the portion was adequate for lunch.	eggs benedict with smoked salmon	1
eggs benedict with smoked salmon was equally fine and the portion was adequate for lunch.	portion	1
eggs benedict with smoked salmon was equally fine and the portion was adequate for lunch.	lunch	2
the wait for our drinks, appetizers and food was very long, the food was mediocre, and it was a bit pricey.	wait	0
the wait for our drinks, appetizers and food was very long, the food was mediocre, and it was a bit pricey.	drinks	2
the wait for our drinks, appetizers and food was very long, the food was mediocre, and it was a bit pricey.	appetizers	2
the wait for our drinks, appetizers and food was very long, the food was mediocre, and it was a bit pricey.	food	0
hillarious lighting and ecclectic side dishes make you want to love the place, but the meal on the whole was abyssmal.	place	1
hillarious lighting and ecclectic side dishes make you want to love the place, but the meal on the whole was abyssmal.	meal	0
the mariachi band that walked around during dinner was fun and like i stated before the food is delish!	dinner	2
the mariachi band that walked around during dinner was fun and like i stated before the food is delish!	food	1
went to gallaghers for the first time on a saturday night, had no problem getting reservations, great staff-great service.	reservations	2
went to gallaghers for the first time on a saturday night, had no problem getting reservations, great staff-great service.	service	1
the chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!	chef	1
the chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!	new appetizers	2
the chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!	tuna tartare	1
even better was the food, had shrimp wrapped in prosciutto, followed by lamb chops, and of course a double macchiato to finish it all off.	shrimp wrapped in prosciutto	1
even better was the food, had shrimp wrapped in prosciutto, followed by lamb chops, and of course a double macchiato to finish it all off.	lamb chops	1
even better was the food, had shrimp wrapped in prosciutto, followed by lamb chops, and of course a double macchiato to finish it all off.	course	2
i love the food and as a person that does not drink often or regularly, i am practically addicted to their sangria.	food	1
i love the food and as a person that does not drink often or regularly, i am practically addicted to their sangria.	drink	2
i love the food and as a person that does not drink often or regularly, i am practically addicted to their sangria.	sangria	1
the amble sweetbreads and goat cheese/caviar ravioli appetizers were memorable, but the highlight of our dinner was the scallops in a cream reduction entree - truly heavenly.	amble sweetbreads	1
the amble sweetbreads and goat cheese/caviar ravioli appetizers were memorable, but the highlight of our dinner was the scallops in a cream reduction entree - truly heavenly.	goat cheese/caviar ravioli appetizers	1
the amble sweetbreads and goat cheese/caviar ravioli appetizers were memorable, but the highlight of our dinner was the scallops in a cream reduction entree - truly heavenly.	dinner	2
the amble sweetbreads and goat cheese/caviar ravioli appetizers were memorable, but the highlight of our dinner was the scallops in a cream reduction entree - truly heavenly.	scallops in a cream reduction entree	1
the whole time we were waiting the hostess kept talking to us, telling us we wouldn't lose our reservation, and even gave us free blue margarita shots!	hostess	1
the whole time we were waiting the hostess kept talking to us, telling us we wouldn't lose our reservation, and even gave us free blue margarita shots!	reservation	2
the whole time we were waiting the hostess kept talking to us, telling us we wouldn't lose our reservation, and even gave us free blue margarita shots!	blue margarita	1
also the waiter anever asked if the steaks were cooked to out liking or if we wanted anything else.	waiter	0
also the waiter anever asked if the steaks were cooked to out liking or if we wanted anything else.	steaks	2
don't know if the bar is really that bad, but the food would more than compensate!	bar	0
don't know if the bar is really that bad, but the food would more than compensate!	food	1
the managers aren't snobby for wanting reservations -- it's a new restaurant and they're trying to manage the flow of diners.	managers	0
the managers aren't snobby for wanting reservations -- it's a new restaurant and they're trying to manage the flow of diners.	reservations	2
i went there recently with my boyfriend and not only did it take the waitress 20 minutes to acknowledge we were even there, 20 minutes to get us water and coffee and even more time to place our order and get food!	waitress	0
i went there recently with my boyfriend and not only did it take the waitress 20 minutes to acknowledge we were even there, 20 minutes to get us water and coffee and even more time to place our order and get food!	water	2
i went there recently with my boyfriend and not only did it take the waitress 20 minutes to acknowledge we were even there, 20 minutes to get us water and coffee and even more time to place our order and get food!	coffee	2
a good restaurant would have at least comped desert or sent over a round of drinks for such a long wait -- we didn't even get an apology from a manager.	round of drinks	2
a good restaurant would have at least comped desert or sent over a round of drinks for such a long wait -- we didn't even get an apology from a manager.	manager	0
the sweetness of succulent barbecued pork and thick salsa cruda counterpoint a salty and garlicky fresh guacamole.	succulent barbecued pork	1
the sweetness of succulent barbecued pork and thick salsa cruda counterpoint a salty and garlicky fresh guacamole.	thick salsa cruda	2
the sweetness of succulent barbecued pork and thick salsa cruda counterpoint a salty and garlicky fresh guacamole.	guacamole	1
we complained to our waiter serveral times about this and the stares continued and to top it all off as the manager walked around to each table asking if they enjoyed their dinner, he conveniently did not ask us!	waiter	2
we complained to our waiter serveral times about this and the stares continued and to top it all off as the manager walked around to each table asking if they enjoyed their dinner, he conveniently did not ask us!	table	2
we complained to our waiter serveral times about this and the stares continued and to top it all off as the manager walked around to each table asking if they enjoyed their dinner, he conveniently did not ask us!	dinner	1
the food in a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.	food	1
the food in a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.	pub	2
although we were seated right away and the waiter brought menus promptly as well as drink, he was almost never at our table despite being at the other tables right next to ours.	waiter	1
although we were seated right away and the waiter brought menus promptly as well as drink, he was almost never at our table despite being at the other tables right next to ours.	menus	2
although we were seated right away and the waiter brought menus promptly as well as drink, he was almost never at our table despite being at the other tables right next to ours.	drink	2
went there a few months ago, and while the food was really good, and i was ready for it to be pricey, the one thing that bothered me was the waiter was standing in a corner watching us eat.	food	1
went there a few months ago, and while the food was really good, and i was ready for it to be pricey, the one thing that bothered me was the waiter was standing in a corner watching us eat.	waiter	0
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	price	2
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	meal	2
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	app	2
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	entree	2
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	drink	2
the average price of a meal (app, entree, 1 drink and tip) is probably around $28.	tip	0
although the food what adequate, the service was preposterous.	food	1
although the food what adequate, the service was preposterous.	service	0
we were also seated promptly at the time of our reservation and the service was very quick and professional.	reservation	2
we were also seated promptly at the time of our reservation and the service was very quick and professional.	service	1
) i also noticed the table next to ours didn't enjoy her dish and they went above and beyond to try to make up for it.	table	2
) i also noticed the table next to ours didn't enjoy her dish and they went above and beyond to try to make up for it.	dish	1
our waitress was merely inattentive at first but became just plain hostile after we had the nerve to ask about the wine we had ordered to go with dinner (we were halfway through our entrees and still no wine).	waitress	0
our waitress was merely inattentive at first but became just plain hostile after we had the nerve to ask about the wine we had ordered to go with dinner (we were halfway through our entrees and still no wine).	dinner	2
our waitress was merely inattentive at first but became just plain hostile after we had the nerve to ask about the wine we had ordered to go with dinner (we were halfway through our entrees and still no wine).	entrees	2
we did enjoy the recommended, yet simple $40 sangiovese, atmosphere and loosey-goosey service, but we were disappointed overall.	atmosphere	1
we did enjoy the recommended, yet simple $40 sangiovese, atmosphere and loosey-goosey service, but we were disappointed overall.	service	0
i went to mocca with my boyfriend for a few drinks and food, and i was really impressed by the service.	drinks	2
i went to mocca with my boyfriend for a few drinks and food, and i was really impressed by the service.	service	1
oh, and if you're there for drinks at 3:30 on a weekday afternoon, when the place is empty - and ask for a bread basket - they'll charge you $6.	drinks	2
oh, and if you're there for drinks at 3:30 on a weekday afternoon, when the place is empty - and ask for a bread basket - they'll charge you $6.	place	0
i have been back for several dinners and lunchs and especially like the terrace when weather permits.	dinners	2
i have been back for several dinners and lunchs and especially like the terrace when weather permits.	terrace	1
the food chef nao sugiyama serves in the traditional kaiseki style--a kind of tasting menu consisting of between six and 12 small courses.	food chef	2
the food chef nao sugiyama serves in the traditional kaiseki style--a kind of tasting menu consisting of between six and 12 small courses.	menu	1
4 of had dinner here last saturday and we were all very disappointed with the food and the service.	dinner	2
4 of had dinner here last saturday and we were all very disappointed with the food and the service.	food	0
go in, take a deep breath and expect great food, fairly priced with just about the worst service in north jersey!	food	1
go in, take a deep breath and expect great food, fairly priced with just about the worst service in north jersey!	service	0
the crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.	crust	1
the crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.	blackened air	2
we told the waitress a few more were coming and ordered drinks.	waitress	0
we told the waitress a few more were coming and ordered drinks.	drinks	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	menu	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	american fare	1
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	salads	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	potato skins	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	burgers and grilled chicken	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	international cuisine	1
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	wraps	2
the menu alternates between typical american fare (salads, potato skins, angus burgers and grilled chicken) and modestly international cuisine like fajitas, wraps and pot stickers.	pot stickers	2
it's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee.	food	1
it's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee.	waitstaff	0
our salads and appetizers were brought at the same time and we barely had time to enjoy them before a team of waiters whisked them (and our bread!)	appetizers	2
our salads and appetizers were brought at the same time and we barely had time to enjoy them before a team of waiters whisked them (and our bread!)	waiters	0
her attitude put a damper on the evening, as did the stares from some servers when we took a peek into the cheese cellar.	servers	0
her attitude put a damper on the evening, as did the stares from some servers when we took a peek into the cheese cellar.	cheese cellar	2
when i went back to the hostess (yes it was past the time we had for our original reservation) - she said that it was fine to get seated but we needed to leave in an hour.	hostess	0
when i went back to the hostess (yes it was past the time we had for our original reservation) - she said that it was fine to get seated but we needed to leave in an hour.	reservation	2
generous portions of rice porridge and noodles really hit the spot after fighting the crowds on a busy weekend in chinatown.	portions of rice porridge	1
generous portions of rice porridge and noodles really hit the spot after fighting the crowds on a busy weekend in chinatown.	noodles	1
generous portions of rice porridge and noodles really hit the spot after fighting the crowds on a busy weekend in chinatown.	crowds	0
i loved the food and service here, the only downside was the decor was dissappointing and the prices are a bit high (about $30 for an entree.	food	1
i loved the food and service here, the only downside was the decor was dissappointing and the prices are a bit high (about $30 for an entree.	service	1
i loved the food and service here, the only downside was the decor was dissappointing and the prices are a bit high (about $30 for an entree.	decor	0
i loved the food and service here, the only downside was the decor was dissappointing and the prices are a bit high (about $30 for an entree.	prices	0
one waiter couldn't remember what we had to drink and we were the only people in the place.	waiter	0
one waiter couldn't remember what we had to drink and we were the only people in the place.	drink	2
the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.	wait	0
the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.	dim sum atmosphere	2
i went with a party of 7, we all had drinks, tomato and onion salad, slabs of bacon, all the extras and magnificent steaks.	drinks	2
i went with a party of 7, we all had drinks, tomato and onion salad, slabs of bacon, all the extras and magnificent steaks.	tomato and onion salad	2
i went with a party of 7, we all had drinks, tomato and onion salad, slabs of bacon, all the extras and magnificent steaks.	slabs of bacon	2
i went with a party of 7, we all had drinks, tomato and onion salad, slabs of bacon, all the extras and magnificent steaks.	steaks	1
the waitstaff can be hard to track down and uninformed about the menu.	waitstaff	0
the waitstaff can be hard to track down and uninformed about the menu.	menu	2
decent value for decent chinese food for the area - obviously you can get cheaper down in chinatown.	value	1
decent value for decent chinese food for the area - obviously you can get cheaper down in chinatown.	chinese food	1
decent value for decent chinese food for the area - obviously you can get cheaper down in chinatown.	area	2
the oysters were warm as was the sushi that was served over dry rice.	oysters	1
the oysters were warm as was the sushi that was served over dry rice.	rice	0
try the salmon - i was a bit concerned about the fennel - but this dish's combination of textures and flavors left me wanting more.	salmon	1
try the salmon - i was a bit concerned about the fennel - but this dish's combination of textures and flavors left me wanting more.	dish	2
try the salmon - i was a bit concerned about the fennel - but this dish's combination of textures and flavors left me wanting more.	flavors	1
i think i'm going to start taking the food and coffee to go b/c everytime i go there (which is quite often) i get more frustrated with the service.	food	2
i think i'm going to start taking the food and coffee to go b/c everytime i go there (which is quite often) i get more frustrated with the service.	coffee	2
i think i'm going to start taking the food and coffee to go b/c everytime i go there (which is quite often) i get more frustrated with the service.	service	0
pdiddy need a new staff you would have thought it was a bunch of old people cooking the food and waiting on us.	new staff	0
pdiddy need a new staff you would have thought it was a bunch of old people cooking the food and waiting on us.	food	2
we waited to be seated for about 15-20 minutes for brunch, while it was quite obvious that there were plenty of empty tables right in front of us.	brunch	2
we waited to be seated for about 15-20 minutes for brunch, while it was quite obvious that there were plenty of empty tables right in front of us.	tables	0
from the enormous menu, we opted for the 3-course dinner specials - chicken soup or clam chowder, although small portions, came with loads of rolls, crackers etc.	menu	1
from the enormous menu, we opted for the 3-course dinner specials - chicken soup or clam chowder, although small portions, came with loads of rolls, crackers etc.	portions	0
i don't drink coffee so i can't judge that but if you want a friendly place to take a time out- read - people watch and enjoy a bagle, pastry or sandwitch this is a great place with liberal politics and nop pretensions.	coffee	2
i don't drink coffee so i can't judge that but if you want a friendly place to take a time out- read - people watch and enjoy a bagle, pastry or sandwitch this is a great place with liberal politics and nop pretensions.	bagle	1
i don't drink coffee so i can't judge that but if you want a friendly place to take a time out- read - people watch and enjoy a bagle, pastry or sandwitch this is a great place with liberal politics and nop pretensions.	pastry	1
whatever the twist they supposedly have added is nothing new in chinese cuisine (maybe except foie gras).	chinese cuisine	0
whatever the twist they supposedly have added is nothing new in chinese cuisine (maybe except foie gras).	foie gras	1
dinner was recently a lamb special - large gristly hunks of lamb slopped on plate, swimming in a pool of watery sauce with chopped asparagus thrown all over plate.	dinner	2
dinner was recently a lamb special - large gristly hunks of lamb slopped on plate, swimming in a pool of watery sauce with chopped asparagus thrown all over plate.	sauce with chopped asparagus	0
a great place to eat or just hang out at the bar.	place	1
a great place to eat or just hang out at the bar.	bar	2
i have dined at jg many times for dinner and lunch over the past two years and both the food and the service is by far the best compared to others in nyc or else where.	lunch	2
i have dined at jg many times for dinner and lunch over the past two years and both the food and the service is by far the best compared to others in nyc or else where.	service	1
waitress was nice but didnt know some specials and was alittle off, think she was new.	waitress	1
waitress was nice but didnt know some specials and was alittle off, think she was new.	specials	2
the top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.	adobo salad	1
the top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.	concoction	2
increedible value, 3 courses $20 price fixe(menu changes everyday), organic seldom seen wines all around $20.	value	1
increedible value, 3 courses $20 price fixe(menu changes everyday), organic seldom seen wines all around $20.	menu	2
perfect place to bring a date before the theater, a mother/ grandmother/ or aunt for their birthday, or friend for lunch.	place	1
perfect place to bring a date before the theater, a mother/ grandmother/ or aunt for their birthday, or friend for lunch.	lunch	2
the food quality is good, but the prices are not worth it!	food quality	1
the food quality is good, but the prices are not worth it!	prices	0
my friend and i had brunch the coffee was cold, too much worcestershire sauce in the bloody mary.	brunch	2
my friend and i had brunch the coffee was cold, too much worcestershire sauce in the bloody mary.	sauce	0
