text_a	text_b	label
the actors try to draw your attention away from the better stuff that is happening below.	miscellaneous	2
the actors try to draw your attention away from the better stuff that is happening below.	staff	1
the small single room--wood panelling, large mirrors, white tablecloths, dim lighting--has few frills.	place	0
the small single room--wood panelling, large mirrors, white tablecloths, dim lighting--has few frills.	miscellaneous	1
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up.	staff	0
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up.	food	2
our waiter forgot a dish and we were constantly checked on afterwards and treated to a complimentary dessert for the mix up.	miscellaneous	2
the staff had apparently booked the room for 2 groups with a 30 minute overlap.	staff	0
the staff had apparently booked the room for 2 groups with a 30 minute overlap.	place	2
the staff had apparently booked the room for 2 groups with a 30 minute overlap.	miscellaneous	2
and price is over value for two persons dinner $ 90.	price	0
and price is over value for two persons dinner $ 90.	food	2
the owners are incredibly nice too, comping pitchers of margaritas if you sit there and eat for a couple of hours.	staff	1
the owners are incredibly nice too, comping pitchers of margaritas if you sit there and eat for a couple of hours.	food	2
the atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but i guess the speedy service comes with a price.	place	0
the atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but i guess the speedy service comes with a price.	service	1
after my friend and i were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu.	staff	1
after my friend and i were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu.	menu	2
our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items (even though we arrived at 7 pm on a saturday night!)	staff	0
our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items (even though we arrived at 7 pm on a saturday night!)	menu	2
food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).	price	2
food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).	menu	2
food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).	food	0
the service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.	service	1
the service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.	place	2
the service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.	miscellaneous	1
the service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.	food	1
the food the portuguese knack for exploration couldn't be more apparent on the expansive menu, which moves beyond classics like bacalhau to encompass a world of former colonies along with the motherland.	menu	1
the food the portuguese knack for exploration couldn't be more apparent on the expansive menu, which moves beyond classics like bacalhau to encompass a world of former colonies along with the motherland.	miscellaneous	2
and when i received my $9 glass of wine, i had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass!	food	2
and when i received my $9 glass of wine, i had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass!	staff	0
we were seated next to some obnoxious women who bogarted the server's time and attention, so he bought us drinks.	staff	0
we were seated next to some obnoxious women who bogarted the server's time and attention, so he bought us drinks.	food	2
from chicken wings and smoked beef brisket to pulled pork and texas links, the menu features many barbecue favorites.	food	1
from chicken wings and smoked beef brisket to pulled pork and texas links, the menu features many barbecue favorites.	menu	2
the food the menu seems quirky, but upon a closer look ingredients are familiar and made into appealing combinations, with influences from maine to the mediterranean.	food	1
the food the menu seems quirky, but upon a closer look ingredients are familiar and made into appealing combinations, with influences from maine to the mediterranean.	menu	1
the food the menu seems quirky, but upon a closer look ingredients are familiar and made into appealing combinations, with influences from maine to the mediterranean.	ambience	2
while admitably, the seating is a bit cramped, and the menu a tad pricey, the staff does its best to remedy concerns.	place	0
while admitably, the seating is a bit cramped, and the menu a tad pricey, the staff does its best to remedy concerns.	staff	1
i couple of weeks ago we went to supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to blue ribbon bakery and have at least one thing off the menu.	food	0
i couple of weeks ago we went to supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to blue ribbon bakery and have at least one thing off the menu.	menu	2
employees not fighting with each other in front of clients 3 having all the ingredients for the meals they have on there menue.	staff	0
employees not fighting with each other in front of clients 3 having all the ingredients for the meals they have on there menue.	ambience	2
a hard-drinking, upscale crowd, holding conversations over loud latin jazz music, packs the small, open dining room and attached bar.	ambience	0
a hard-drinking, upscale crowd, holding conversations over loud latin jazz music, packs the small, open dining room and attached bar.	place	2
the decor reminds me of miami nightclubs, and we sat in a cool communal strip, where you share your table with people.	ambience	1
the decor reminds me of miami nightclubs, and we sat in a cool communal strip, where you share your table with people.	miscellaneous	2
beautifull people, and a dj that was making me just want to stay and drink more!	staff	1
beautifull people, and a dj that was making me just want to stay and drink more!	food	2
good place for groups of four or large parties but it is not a cozy/intimate setting for 2 although the jazz helps!	place	1
good place for groups of four or large parties but it is not a cozy/intimate setting for 2 although the jazz helps!	ambience	0
we got seated right away, we got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.	food	1
we got seated right away, we got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.	place	2
we got seated right away, we got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.	staff	0
her attitude put a damper on the evening, as did the stares from some servers when we took a peek into the cheese cellar.	staff	0
her attitude put a damper on the evening, as did the stares from some servers when we took a peek into the cheese cellar.	food	2
after a short 30 minutes of chatting and enjoying our drinks we were approached by the very pretentious maitre d' who rudely demanded we order as our table was needed.	staff	0
after a short 30 minutes of chatting and enjoying our drinks we were approached by the very pretentious maitre d' who rudely demanded we order as our table was needed.	miscellaneous	2
we had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes.	staff	2
we had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes.	food	2
we had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes.	service	0
yet the maitre d still sat us next to the bar.	staff	0
yet the maitre d still sat us next to the bar.	place	2
we arrived, were greeeted and sked by the hostess i think if we were there for the brunch, that was starting up again on today(3/12) the cost $25 per person.	staff	1
we arrived, were greeeted and sked by the hostess i think if we were there for the brunch, that was starting up again on today(3/12) the cost $25 per person.	food	2
the menu includes the usual chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.	menu	2
the menu includes the usual chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.	food	1
the menu includes the usual chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.	miscellaneous	2
and once the bill was paid, the bartender kept on giving us drinks.	price	2
and once the bill was paid, the bartender kept on giving us drinks.	staff	1
and once the bill was paid, the bartender kept on giving us drinks.	food	2
the bartender had offered us one beer on the house for our troubles.	staff	1
the bartender had offered us one beer on the house for our troubles.	food	2
we had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.	food	2
we had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.	staff	0
we had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.	service	2
we had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.	place	0
when we ordered our margaritas, the waiter said $10, so we gave him a 20 and waited, and when he didn't give us our change, we asked and he said - happy hour's over, they're $10 each.	food	2
when we ordered our margaritas, the waiter said $10, so we gave him a 20 and waited, and when he didn't give us our change, we asked and he said - happy hour's over, they're $10 each.	staff	0
we objected at the ill flavor of the drinks and the manager was not understanding at all.	ambience	0
we objected at the ill flavor of the drinks and the manager was not understanding at all.	food	2
we objected at the ill flavor of the drinks and the manager was not understanding at all.	staff	0
great tasting meat, intimate if slightly noisy ambience and the service is slightly less attentive than it could be but is done with charm.	food	1
great tasting meat, intimate if slightly noisy ambience and the service is slightly less attentive than it could be but is done with charm.	service	0
this pizza shop is one o fhte best places ever and is a hiden gem in a small community.	food	1
this pizza shop is one o fhte best places ever and is a hiden gem in a small community.	miscellaneous	0
tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared.	menu	1
tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared.	miscellaneous	2
tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared.	food	2
in addition, i've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass.	staff	1
in addition, i've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass.	food	1
in addition, i've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass.	miscellaneous	2
i strongly recommend to try something other than typical menu items and go for the short ribs over rice, black cod, sea bass, or duck (there are two dishes that are great).	menu	2
i strongly recommend to try something other than typical menu items and go for the short ribs over rice, black cod, sea bass, or duck (there are two dishes that are great).	food	1
although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over.	miscellaneous	0
although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over.	food	2
the food was great but the music was loud and hip-hop and the wait was ridiculous and the prices were out of this world.	food	1
the food was great but the music was loud and hip-hop and the wait was ridiculous and the prices were out of this world.	service	0
invited by friends to discuss business, i checked out the bar first, and didn't give my nme which was known to the owners scott heather.	place	2
invited by friends to discuss business, i checked out the bar first, and didn't give my nme which was known to the owners scott heather.	staff	0
there were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.	food	0
there were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.	place	2
i had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by long food and drink wait times.	food	2
i had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by long food and drink wait times.	service	0
in any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal.	food	1
in any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal.	price	2
the menu might have well been written in a foreign language and the wait staff didnt have a translation dictionary!	menu	2
the menu might have well been written in a foreign language and the wait staff didnt have a translation dictionary!	staff	0
the food there's something for fish fans of every stripe on the lengthy menu.	food	1
the food there's something for fish fans of every stripe on the lengthy menu.	menu	2
at one point, we tried to get our waitresses attention and she ignored us and than we asked for more biscuits and never got them.	staff	0
at one point, we tried to get our waitresses attention and she ignored us and than we asked for more biscuits and never got them.	food	2
one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	food	2
one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	staff	0
staff would not change a meal to accomadidate food allegeries.	staff	0
staff would not change a meal to accomadidate food allegeries.	food	2
the food will eventually make you outweigh anna nicole smith.	food	2
the food will eventually make you outweigh anna nicole smith.	miscellaneous	0
the manager finally came by to apologize and offered to give us a greek salad on the house.	staff	1
the manager finally came by to apologize and offered to give us a greek salad on the house.	food	2
helpings are huge and most come with choice of rice and beans, or salad and plantains.	service	1
helpings are huge and most come with choice of rice and beans, or salad and plantains.	food	2
sometimes when i come home from work i stop at the bar to have a plate of oysters and something delicious for dinner.	place	2
sometimes when i come home from work i stop at the bar to have a plate of oysters and something delicious for dinner.	food	1
the waiter was pretty anxious to get us in-and-out, although there were ample tables and my friend and i opted to sit at the bar.	staff	0
the waiter was pretty anxious to get us in-and-out, although there were ample tables and my friend and i opted to sit at the bar.	place	2
the waitress waited until i went to the bathroom to ask my friend to order more food.	staff	0
the waitress waited until i went to the bathroom to ask my friend to order more food.	food	2
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he didn't believe me.	miscellaneous	2
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he didn't believe me.	staff	0
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he didn't believe me.	service	0
the food is decent but small portions so expect to order a lot.	food	1
the food is decent but small portions so expect to order a lot.	miscellaneous	0
everything on the menu is worth trying at least once, from the calamari/zucchini appetizer, to the homemade cavatelli, to the rib eye steak (like butter!)	menu	1
everything on the menu is worth trying at least once, from the calamari/zucchini appetizer, to the homemade cavatelli, to the rib eye steak (like butter!)	food	2
for the high price you would pay (dinner for the two could run $80), you sure do get alot.	price	0
for the high price you would pay (dinner for the two could run $80), you sure do get alot.	food	2
this time, the service was decent and the food was mediocre at best.	service	1
this time, the service was decent and the food was mediocre at best.	food	0
the garden is lovely, too, but the staff seems a bit condescending.	place	1
the garden is lovely, too, but the staff seems a bit condescending.	staff	0
the advertised unlimited mimosas and bloody marys is too good to be true until you realize that they keep down your drink count because the service is so slow.	food	1
the advertised unlimited mimosas and bloody marys is too good to be true until you realize that they keep down your drink count because the service is so slow.	service	0
i have seen the crowd go from ultra hip to bt and i still love it becuause of the food.	miscellaneous	2
i have seen the crowd go from ultra hip to bt and i still love it becuause of the food.	food	1
finally, onto dessert, wherebv the waiter told us he would have to scrape the bottom to give us any ice cream.	food	2
finally, onto dessert, wherebv the waiter told us he would have to scrape the bottom to give us any ice cream.	staff	0
great place for either appetizers and drinks at the bar, a romantic dinner or late night partying.	food	1
great place for either appetizers and drinks at the bar, a romantic dinner or late night partying.	place	2
not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!	staff	0
not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!	food	2
not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!	price	2
the scene is a bit much some time, but the food is worth it.	miscellaneous	0
the scene is a bit much some time, but the food is worth it.	food	1
18 has a cozy romantic atmosphere that's very comfortable to enjoy myself in; whether i want to have a drink at the bar or get together with a group of friends for dinner, suitable accomodations are available.	ambience	1
18 has a cozy romantic atmosphere that's very comfortable to enjoy myself in; whether i want to have a drink at the bar or get together with a group of friends for dinner, suitable accomodations are available.	place	2
as well, i haven't eaten animal products in over 6 years and the waiter was not sure which dishes had honey or casien in the food.	staff	0
as well, i haven't eaten animal products in over 6 years and the waiter was not sure which dishes had honey or casien in the food.	food	2
even with reservation, it might take up to one hour to get a table and the staff might not even say a word about it.	miscellaneous	2
even with reservation, it might take up to one hour to get a table and the staff might not even say a word about it.	staff	0
when you crave comfort food, make a reservation and head to piccolo angolo, they never dissappoint.	food	1
when you crave comfort food, make a reservation and head to piccolo angolo, they never dissappoint.	miscellaneous	2
my dinner partner ordered the angel hair with seafood - the portion was easily big enough for two.	food	2
my dinner partner ordered the angel hair with seafood - the portion was easily big enough for two.	miscellaneous	1
we were however seated right away and was immediately told by our waiter that they were out of sparking mineral water.	staff	0
we were however seated right away and was immediately told by our waiter that they were out of sparking mineral water.	food	2
the limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings.	ambience	1
the limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings.	food	2
we went on a monday night around 6:30pm and were seated right away in the backroom, which is dimly-lit, casual, cozy--kind of felt like you were sitting in a spacious dining galley of a ship or a cabin.	service	2
we went on a monday night around 6:30pm and were seated right away in the backroom, which is dimly-lit, casual, cozy--kind of felt like you were sitting in a spacious dining galley of a ship or a cabin.	food	1
all dishes are an incredible dining experience.	food	2
all dishes are an incredible dining experience.	miscellaneous	1
the service can be lacking at times, but the desserts and overall experience certainly counter this flaw.	service	0
the service can be lacking at times, but the desserts and overall experience certainly counter this flaw.	food	1
the scene strictly roots, which opened more than a decade ago as a dietary alternative to harlem's more cholesterol- and fat-heavy fare, wears its philosophy on its facade: we serve nothing that crawls, walks, swims or flies.	miscellaneous	2
the scene strictly roots, which opened more than a decade ago as a dietary alternative to harlem's more cholesterol- and fat-heavy fare, wears its philosophy on its facade: we serve nothing that crawls, walks, swims or flies.	price	0
one of the best pizza in brooklyn , need an ac for summer.	food	1
one of the best pizza in brooklyn , need an ac for summer.	miscellaneous	2
as for the menu, i've never been disappointed, but the margarita chicken salad is my favorite.	menu	2
as for the menu, i've never been disappointed, but the margarita chicken salad is my favorite.	food	1
at this level, i want my servers to know more than me about the food and i didn't get that sense.	staff	0
at this level, i want my servers to know more than me about the food and i didn't get that sense.	food	2
well i asked the server to describe a certain wine for me,he seemed like he knew what he was talking about,till i tasted it,it was totally the opposite of what he described.	staff	0
well i asked the server to describe a certain wine for me,he seemed like he knew what he was talking about,till i tasted it,it was totally the opposite of what he described.	food	2
the menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives excellent value for the money and it is so worth walking down the block for.	menu	0
the menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives excellent value for the money and it is so worth walking down the block for.	food	2
the menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives excellent value for the money and it is so worth walking down the block for.	miscellaneous	1
the menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives excellent value for the money and it is so worth walking down the block for.	price	2
as to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is clearly written on the menu as omakase - chef's choice.	food	1
as to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is clearly written on the menu as omakase - chef's choice.	staff	0
as to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is clearly written on the menu as omakase - chef's choice.	menu	2
owner mary redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.	staff	2
owner mary redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.	food	2
owner mary redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.	price	1
owner mary redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.	menu	2
the other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special.	menu	2
the other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special.	staff	0
the other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special.	price	2
their stella on tap was almost flat, i saw the bartender whisking our beers to give them any sort of head.	miscellaneous	2
their stella on tap was almost flat, i saw the bartender whisking our beers to give them any sort of head.	staff	0
when i questioned the purpose of waiting on this line, i was asked to leave the bar.	service	2
when i questioned the purpose of waiting on this line, i was asked to leave the bar.	place	0
we waited forever for our bill but did have a nice conversation with one of our waitstaff during our meal.	price	0
we waited forever for our bill but did have a nice conversation with one of our waitstaff during our meal.	staff	1
i managed to get the last reservation at 11:15pm during the week, and, upon entering the restaurant, my boyfriend and i were seated next to each other, hardly a romantic atmosphere!	miscellaneous	2
i managed to get the last reservation at 11:15pm during the week, and, upon entering the restaurant, my boyfriend and i were seated next to each other, hardly a romantic atmosphere!	ambience	1
do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food.	food	0
do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food.	staff	0
do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food.	place	2
then the food came- tiny portions and plates came out in 15 min intervals.	food	2
then the food came- tiny portions and plates came out in 15 min intervals.	miscellaneous	0
later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.	staff	0
later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.	miscellaneous	2
the dramatic space complements the food and will wow out-of-towners.	place	2
the dramatic space complements the food and will wow out-of-towners.	food	1
the ambiance is nice, but the wait staff was rude and unattentive.	ambience	1
the ambiance is nice, but the wait staff was rude and unattentive.	staff	0
management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper.	staff	0
management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper.	food	2
the waiter comes over and says you changed the salad and made us throw it out!	staff	1
the waiter comes over and says you changed the salad and made us throw it out!	food	2
we were a party of four, and after a long wait, were seated in a freezing corner.	service	2
we were a party of four, and after a long wait, were seated in a freezing corner.	place	0
husband and wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel.	staff	1
husband and wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel.	food	1
husband and wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel.	place	2
they overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.	miscellaneous	2
they overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.	food	2
they overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.	place	0
the waitress came to our table once for our order, but then we were tended to by who i thought was the hostess.	staff	0
the waitress came to our table once for our order, but then we were tended to by who i thought was the hostess.	miscellaneous	2
it took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.	food	2
it took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.	staff	0
for such an expensive place, you can find much, much better in manhattan; heck, you can find much better food for a lot cheaper!	place	0
for such an expensive place, you can find much, much better in manhattan; heck, you can find much better food for a lot cheaper!	food	1
went there for a dinner; nice little place.	food	2
went there for a dinner; nice little place.	place	1
the peanut sauce came in a tiny plastic cup smaller than a shot glass.	food	0
the peanut sauce came in a tiny plastic cup smaller than a shot glass.	miscellaneous	2
service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check.	service	1
service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check.	food	2
service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check.	miscellaneous	2
try le madeleine for a similar price but much better food.	price	2
try le madeleine for a similar price but much better food.	food	1
our server, ben, was perhaps the best waiter i've ever had--he walked us through the menu to design our meal, and suggested what textures, tastes, and wines would complement each other.	staff	1
our server, ben, was perhaps the best waiter i've ever had--he walked us through the menu to design our meal, and suggested what textures, tastes, and wines would complement each other.	menu	2
there is almost always an hour wait at dinner time, but this may be the best japanese sushi restaurant in nyc.	food	2
there is almost always an hour wait at dinner time, but this may be the best japanese sushi restaurant in nyc.	miscellaneous	1
the service was okay, fast seating (for two), looked like a group nearby had been there a long time.	place	1
the service was okay, fast seating (for two), looked like a group nearby had been there a long time.	miscellaneous	0
nothing wrong with the service, either, but don't we all want something more from a dining experience than just average for above-average prices?	service	1
nothing wrong with the service, either, but don't we all want something more from a dining experience than just average for above-average prices?	price	0
our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.	price	2
our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.	staff	0
our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.	food	0
if you like a cleaner (more generic) flavor then other places may provide the norm.	ambience	1
if you like a cleaner (more generic) flavor then other places may provide the norm.	miscellaneous	2
but on a recent sunday brunch excursion, i was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.	food	2
but on a recent sunday brunch excursion, i was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.	staff	0
for far better fish at the same price (but less interesting roll combinations), try yama, just around the corner.	food	1
for far better fish at the same price (but less interesting roll combinations), try yama, just around the corner.	price	2
for the most part i enjoyed my dining experience at revival (not to be confused with the bar on 15th).	miscellaneous	1
for the most part i enjoyed my dining experience at revival (not to be confused with the bar on 15th).	place	2
martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.	food	2
martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.	place	2
martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.	staff	0
martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.	miscellaneous	2
the food the menu lists affordable soul food and barbecue favorites.	menu	2
the food the menu lists affordable soul food and barbecue favorites.	food	1
it's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee.	food	1
it's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee.	staff	0
we organized a party at this bar and have gotten very poor service.	place	2
we organized a party at this bar and have gotten very poor service.	service	0
after taking unusually long to bring the wine, the waiter could not open the bottle and had to get a different one.	staff	0
after taking unusually long to bring the wine, the waiter could not open the bottle and had to get a different one.	miscellaneous	2
mushroom appetizer was doused in a gross mayonnaise like sauce and had not been described that way on the menu.	food	0
mushroom appetizer was doused in a gross mayonnaise like sauce and had not been described that way on the menu.	menu	2
always try one of the daily specials, in addition to all the tasty morsels on the menu.	food	1
always try one of the daily specials, in addition to all the tasty morsels on the menu.	menu	2
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	miscellaneous	2
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	food	1
when his to sons joined the mix they took dads quest for the best food another step adding slowly to the menu a host of items that reflect the demigraphic of this still growing nabe.	menu	2
we waited to be seated for about 15-20 minutes for brunch, while it was quite obvious that there were plenty of empty tables right in front of us.	food	2
we waited to be seated for about 15-20 minutes for brunch, while it was quite obvious that there were plenty of empty tables right in front of us.	place	0
when i asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).	staff	2
when i asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).	food	0
the scene hunky waiters dub diners darling and it sounds like they mean it.	miscellaneous	2
the scene hunky waiters dub diners darling and it sounds like they mean it.	staff	0
the scene hunky waiters dub diners darling and it sounds like they mean it.	price	2
waited 8 minutes for them to set up the table, another 10 to take our orders and 1 hr plus later for the waitress to say the food is coming in 2 minutes.	staff	0
waited 8 minutes for them to set up the table, another 10 to take our orders and 1 hr plus later for the waitress to say the food is coming in 2 minutes.	food	2
the restaurant has a family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	miscellaneous	1
the restaurant has a family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	food	2
the staff treated me as if i were a celebrity, which i am not and they did not make me feel uncomfortable as a single diner.	staff	0
the staff treated me as if i were a celebrity, which i am not and they did not make me feel uncomfortable as a single diner.	place	2
my friend and i went out for a cigarette, and when we returned, our table had been given to another party- even though our drinks and unpaid bill were still on the table.	food	2
my friend and i went out for a cigarette, and when we returned, our table had been given to another party- even though our drinks and unpaid bill were still on the table.	price	0
my father asked for a martini made a certain way the waiter had no clue what he was talking about.	food	2
my father asked for a martini made a certain way the waiter had no clue what he was talking about.	staff	0
what does it say about an establishment and its chef when its policy forces the price fixed, chefs choice menu on every party six or greater?	price	0
